True value of frequency and phase:  0.5 0
Maximum Value at true f:  0.500313

Best value of frequency and phase:  0.5 0.0
Maximum Value at best f:  0.500313
Mismatch:  0.0


True value of frequency and phase:  1.5 0.0628319
Maximum Value at true f:  0.499663

Best value of frequency and phase:  1.50334 0.0
Maximum Value at best f:  0.498354
Mismatch:  0.0026197657220966564


True value of frequency and phase:  2.5 0.125664
Maximum Value at true f:  0.499745

Best value of frequency and phase:  2.50669 0.0
Maximum Value at best f:  0.496369
Mismatch:  0.006755445277091265


True value of frequency and phase:  3.5 0.188496
Maximum Value at true f:  0.500727

Best value of frequency and phase:  3.51003 0.261799
Maximum Value at best f:  0.497365
Mismatch:  0.006714237498676945


True value of frequency and phase:  4.5 0.251327
Maximum Value at true f:  0.499392

Best value of frequency and phase:  4.51338 0.261799
Maximum Value at best f:  0.498032
Mismatch:  0.002723311546841023


True value of frequency and phase:  5.5 0.314159
Maximum Value at true f:  0.500107

Best value of frequency and phase:  5.51672 0.261799
Maximum Value at best f:  0.499279
Mismatch:  0.001655645691821972


True value of frequency and phase:  6.5 0.376991
Maximum Value at true f:  0.500418

Best value of frequency and phase:  6.52007 0.261799
Maximum Value at best f:  0.498804
Mismatch:  0.0032253036461518114


True value of frequency and phase:  7.5 0.439823
Maximum Value at true f:  0.498703

Best value of frequency and phase:  7.52341 0.261799
Maximum Value at best f:  0.49483
Mismatch:  0.007766145381118639


True value of frequency and phase:  8.5 0.502655
Maximum Value at true f:  0.500161

Best value of frequency and phase:  8.52676 0.523599
Maximum Value at best f:  0.496561
Mismatch:  0.007197682346284484


True value of frequency and phase:  9.5 0.565487
Maximum Value at true f:  0.50067

Best value of frequency and phase:  9.5301 0.523599
Maximum Value at best f:  0.498952
Mismatch:  0.0034314019214252145


True value of frequency and phase:  10.5 0.628319
Maximum Value at true f:  0.500296

Best value of frequency and phase:  10.5334 0.523599
Maximum Value at best f:  0.499125
Mismatch:  0.002340614356301063


True value of frequency and phase:  11.5 0.69115
Maximum Value at true f:  0.50059

Best value of frequency and phase:  11.5368 0.523599
Maximum Value at best f:  0.498632
Mismatch:  0.003911384566211762


True value of frequency and phase:  12.5 0.753982
Maximum Value at true f:  0.501034

Best value of frequency and phase:  12.5401 0.523599
Maximum Value at best f:  0.496871
Mismatch:  0.00830881736568767


True value of frequency and phase:  13.5 0.816814
Maximum Value at true f:  0.49877

Best value of frequency and phase:  13.5435 0.785398
Maximum Value at best f:  0.49451
Mismatch:  0.008541010886781497


True value of frequency and phase:  14.5 0.879646
Maximum Value at true f:  0.499796

Best value of frequency and phase:  14.5468 0.785398
Maximum Value at best f:  0.497531
Mismatch:  0.004531848994389742


True value of frequency and phase:  15.5 0.942478
Maximum Value at true f:  0.498881

Best value of frequency and phase:  15.5502 0.785398
Maximum Value at best f:  0.497061
Mismatch:  0.0036481645923578387


True value of frequency and phase:  16.5 1.00531
Maximum Value at true f:  0.498826

Best value of frequency and phase:  16.5535 0.785398
Maximum Value at best f:  0.496155
Mismatch:  0.005354572536315216


True value of frequency and phase:  17.5 1.06814
Maximum Value at true f:  0.500133

Best value of frequency and phase:  17.5569 0.785398
Maximum Value at best f:  0.495024
Mismatch:  0.010215282734792552


True value of frequency and phase:  18.5 1.13097
Maximum Value at true f:  0.500197

Best value of frequency and phase:  18.5602 1.0472
Maximum Value at best f:  0.494945
Mismatch:  0.01049986305395667


True value of frequency and phase:  19.5 1.19381
Maximum Value at true f:  0.500114

Best value of frequency and phase:  19.5635 1.0472
Maximum Value at best f:  0.496756
Mismatch:  0.006714469101044895


True value of frequency and phase:  20.5 1.25664
Maximum Value at true f:  0.500389

