True value of frequency and phase:  0.5 0
Maximum Value at true f:  0.500313

Best value of frequency and phase:  0.5 0.0
Maximum Value at best f:  0.500313
Mismatch:  0.0


True value of frequency and phase:  1.5 0.0628319
Maximum Value at true f:  0.499663

Best value of frequency and phase:  1.3016 0.641141
Maximum Value at best f:  0.500559
Mismatch:  -0.001793208622611564


True value of frequency and phase:  2.5 0.125664
Maximum Value at true f:  0.499745

Best value of frequency and phase:  2.50401 0.128228
Maximum Value at best f:  0.499274
Mismatch:  0.0009424806651392448


True value of frequency and phase:  3.5 0.188496
Maximum Value at true f:  0.500727

Best value of frequency and phase:  3.50601 0.128228
Maximum Value at best f:  0.499807
Mismatch:  0.001837328524325721


True value of frequency and phase:  4.5 0.251327
Maximum Value at true f:  0.499392

Best value of frequency and phase:  4.50802 0.256457
Maximum Value at best f:  0.498786
Mismatch:  0.0012134755863129065


True value of frequency and phase:  5.5 0.314159
Maximum Value at true f:  0.500107

Best value of frequency and phase:  5.51002 0.256457
Maximum Value at best f:  0.499481
Mismatch:  0.001251732129324279


True value of frequency and phase:  6.5 0.376991
Maximum Value at true f:  0.500418

Best value of frequency and phase:  6.51202 0.384685
Maximum Value at best f:  0.499451
Mismatch:  0.0019323845265358797


True value of frequency and phase:  7.5 0.439823
Maximum Value at true f:  0.498703

Best value of frequency and phase:  7.51403 0.384685
Maximum Value at best f:  0.498179
Mismatch:  0.001050725582160128


True value of frequency and phase:  8.5 0.502655
Maximum Value at true f:  0.500161

Best value of frequency and phase:  8.51603 0.512913
Maximum Value at best f:  0.498855
Mismatch:  0.0026111592067353806


True value of frequency and phase:  9.5 0.565487
Maximum Value at true f:  0.50067

Best value of frequency and phase:  9.51804 0.512913
Maximum Value at best f:  0.500215
Mismatch:  0.0009087822318093464


True value of frequency and phase:  10.5 0.628319
Maximum Value at true f:  0.500296

Best value of frequency and phase:  10.52 0.512913
Maximum Value at best f:  0.499076
Mismatch:  0.0024385563746260885


True value of frequency and phase:  11.5 0.69115
Maximum Value at true f:  0.50059

Best value of frequency and phase:  11.522 0.641141
Maximum Value at best f:  0.50004
Mismatch:  0.0010987035298346548


True value of frequency and phase:  12.5 0.753982
Maximum Value at true f:  0.501034

Best value of frequency and phase:  12.524 0.641141
Maximum Value at best f:  0.500166
Mismatch:  0.0017324173608975757


True value of frequency and phase:  13.5 0.816814
Maximum Value at true f:  0.49877

Best value of frequency and phase:  13.5261 0.76937
Maximum Value at best f:  0.497934
Mismatch:  0.0016761232632275247


True value of frequency and phase:  14.5 0.879646
Maximum Value at true f:  0.499796

Best value of frequency and phase:  14.5281 0.76937
Maximum Value at best f:  0.499133
Mismatch:  0.0013265412288213652


True value of frequency and phase:  15.5 0.942478
Maximum Value at true f:  0.498881

Best value of frequency and phase:  15.5301 0.897598
Maximum Value at best f:  0.497666
Mismatch:  0.00243545053830474


True value of frequency and phase:  16.5 1.00531
Maximum Value at true f:  0.498826

Best value of frequency and phase:  16.5321 0.897598
Maximum Value at best f:  0.498188
Mismatch:  0.0012790030992770873


True value of frequency and phase:  17.5 1.06814
Maximum Value at true f:  0.500133

Best value of frequency and phase:  17.5341 1.02583
Maximum Value at best f:  0.498371
Mismatch:  0.003523062865277926


True value of frequency and phase:  18.5 1.13097
Maximum Value at true f:  0.500197

Best value of frequency and phase:  18.5361 1.02583
Maximum Value at best f:  0.499385
Mismatch:  0.00162336039600397


True value of frequency and phase:  19.5 1.19381
Maximum Value at true f:  0.500114

Best value of frequency and phase:  19.5381 1.02583
Maximum Value at best f:  0.498683
Mismatch:  0.0028613476127442583


True value of frequency and phase:  20.5 1.25664
Maximum Value at true f:  0.500389

